   50.00000      8.4628729E-05
   50.95487      7.8173514E-05
   51.92797      7.2234019E-05
   52.91966      6.6562076E-05
   53.93029      6.1044295E-05
   54.96022      5.5600663E-05
   56.00982      5.0621726E-05
   57.07946      4.5974823E-05
   58.16953      4.1633622E-05
   59.28041      3.7673923E-05
   60.41252      3.3817891E-05
   61.56624      3.0121799E-05
   62.74199      2.6766122E-05
   63.94020      2.3624405E-05
   65.16129      2.0569318E-05
   66.40570      1.7738001E-05
   67.67388      1.5175690E-05
   68.96628      1.2966329E-05
   70.28335      1.1159359E-05
   71.62558      9.8537466E-06
   72.99345      9.1099546E-06
   74.38743      8.9394125E-06
   75.80804      9.4032257E-06
   77.25577      1.0554090E-05
   78.73116      1.2429973E-05
   80.23471      1.5036282E-05
   81.76699      1.8392231E-05
   83.32852      2.2336706E-05
   84.91988      2.7624255E-05
   86.54163      3.4341214E-05
   88.19435      4.2129428E-05
   89.87863      5.1063049E-05
   91.59509      6.1221559E-05
   93.34431      7.2722469E-05
   95.12695      8.5312153E-05
   96.94362      9.8929340E-05
   98.79499      1.1392922E-04
   100.6817      1.3040032E-04
   102.6045      1.4851664E-04
   104.5640      1.6800071E-04
   106.5609      1.8873160E-04
   108.5959      2.1037507E-04
   110.6698      2.3301582E-04
   112.7833      2.5706261E-04
   114.9372      2.8243163E-04
   117.1322      3.0896539E-04
   119.3691      3.3658379E-04
   121.6487      3.6545281E-04
   123.9719      3.9556701E-04
   126.3394      4.2703177E-04
   128.7522      4.6085895E-04
   131.2110      4.9604761E-04
   133.7168      5.3042447E-04
   136.2704      5.6297885E-04
   138.8729      5.9575960E-04
   141.5250      6.2907225E-04
   144.2277      6.6103006E-04
   146.9821      6.8850798E-04
   149.7891      7.1306009E-04
   152.6497      7.3455076E-04
   155.5649      7.5097871E-04
   158.5358      7.5655209E-04
   161.5634      7.4958912E-04
   164.6488      7.3629600E-04
   167.7932      7.1588345E-04
   170.9976      6.8206020E-04
   174.2632      6.4403506E-04
   177.5912      6.0999760E-04
   180.9827      5.7888421E-04
   184.4390      5.5109919E-04
   187.9613      5.2721018E-04
   191.5509      5.0767913E-04
   195.2090      4.9313420E-04
   198.9370      4.8354146E-04
   202.7362      4.7870874E-04
   206.6079      4.7708288E-04
   210.5536      4.7946459E-04
   214.5746      4.8933818E-04
   218.6724      4.9865717E-04
   222.8485      5.0711306E-04
   227.1043      5.1656051E-04
   231.4414      5.2812730E-04
   235.8613      5.4132554E-04
   240.3657      5.5345107E-04
   244.9560      5.6536839E-04
   249.6341      5.7861826E-04
