   50.00000      4.6794699E-05
   50.95487      4.5562210E-05
   51.92797      4.4634009E-05
   52.91966      4.3774427E-05
   53.93029      4.2874879E-05
   54.96022      4.1875457E-05
   56.00982      4.1189491E-05
   57.07946      4.0665920E-05
   58.16953      4.0300532E-05
   59.28041      4.0219351E-05
   60.41252      3.9987499E-05
   61.56624      3.9702776E-05
   62.74199      3.9672261E-05
   63.94020      3.9571427E-05
   65.16129      3.9009206E-05
   66.40570      3.8148566E-05
   67.67388      3.6944315E-05
   68.96628      3.5462679E-05
   70.28335      3.3693126E-05
   71.62558      3.1890591E-05
   72.99345      3.0154859E-05
   74.38743      2.8370700E-05
   75.80804      2.6683587E-05
   77.25577      2.5118205E-05
   78.73116      2.3569195E-05
   80.23471      2.1877442E-05
   81.76699      2.0051802E-05
   83.32852      1.8002695E-05
   84.91988      1.6895538E-05
   86.54163      1.5784519E-05
   88.19435      1.4397069E-05
   89.87863      1.2839507E-05
   91.59509      1.1221009E-05
   93.34431      9.5597952E-06
   95.12695      7.8739840E-06
   96.94362      6.2827830E-06
   98.79499      4.8779175E-06
   100.6817      3.6614861E-06
   102.6045      2.6416656E-06
   104.5640      1.8423842E-06
   106.5609      1.3062912E-06
   108.5959      1.0673923E-06
   110.6698      1.1224904E-06
   112.7833      1.4447811E-06
   114.9372      2.0132666E-06
   117.1322      2.8007705E-06
   119.3691      3.7650855E-06
   121.6487      4.8717689E-06
   123.9719      6.0881243E-06
   126.3394      7.3851775E-06
   128.7522      8.7861690E-06
   131.2110      1.0222799E-05
   133.7168      1.1521550E-05
   136.2704      1.2613437E-05
   138.8729      1.3623139E-05
   141.5250      1.4561153E-05
   144.2277      1.5329890E-05
   146.9821      1.5861542E-05
   149.7891      1.6306358E-05
   152.6497      1.6654571E-05
   155.5649      1.6848358E-05
   158.5358      1.6754870E-05
   161.5634      1.6492102E-05
   164.6488      1.6176444E-05
   167.7932      1.5754549E-05
   170.9976      1.5048839E-05
   174.2632      1.4381826E-05
   177.5912      1.3870718E-05
   180.9827      1.3458893E-05
   184.4390      1.3151958E-05
   187.9613      1.2963423E-05
   191.5509      1.2903052E-05
