   50.00000      1.1190538E-04
   50.95487      1.1333798E-04
   51.92797      1.1541938E-04
   52.91966      1.1771890E-04
   53.93029      1.1999188E-04
   54.96022      1.2201396E-04
   56.00982      1.2487175E-04
   57.07946      1.2830632E-04
   58.16953      1.3237132E-04
   59.28041      1.3756061E-04
   60.41252      1.4270215E-04
   61.56624      1.4799026E-04
   62.74199      1.5453083E-04
   63.94020      1.6148959E-04
   65.16129      1.6736632E-04
   66.40570      1.7261061E-04
   67.67388      1.7685100E-04
   68.96628      1.8018615E-04
   70.28335      1.8228147E-04
   71.62558      1.8399479E-04
   72.99345      1.8593128E-04
   74.38743      1.8749193E-04
   75.80804      1.8936954E-04
   77.25577      1.9195639E-04
   78.73116      1.9488069E-04
   80.23471      1.9695028E-04
   81.76699      1.9783048E-04
   83.32852      1.9523349E-04
   84.91988      1.9964564E-04
   86.54163      2.0699762E-04
   88.19435      2.1233696E-04
   89.87863      2.1610774E-04
   91.59509      2.1873988E-04
   93.34431      2.2044560E-04
   95.12695      2.1994315E-04
   96.94362      2.1750422E-04
   98.79499      2.1465546E-04
   100.6817      2.1139151E-04
   102.6045      2.0783096E-04
   104.5640      2.0308040E-04
   106.5609      1.9699713E-04
   108.5959      1.8930151E-04
   110.6698      1.8065520E-04
   112.7833      1.7172066E-04
   114.9372      1.6237605E-04
   117.1322      1.5249784E-04
   119.3691      1.4223384E-04
   121.6487      1.3183118E-04
   123.9719      1.2135333E-04
   126.3394      1.1099556E-04
   128.7522      1.0109571E-04
   131.2110      9.0722671E-05
   133.7168      7.9936151E-05
   136.2704      6.9921611E-05
   138.8729      6.1253348E-05
   141.5250      5.3677366E-05
   144.2277      4.6981742E-05
   146.9821      4.1248615E-05
   149.7891      3.6475216E-05
   152.6497      3.2401902E-05
   155.5649      2.8895951E-05
   158.5358      2.5864789E-05
   161.5634      2.3281385E-05
   164.6488      2.1035303E-05
   167.7932      1.9047016E-05
   170.9976      1.7210619E-05
   174.2632      1.5479947E-05
   177.5912      1.3875770E-05
   180.9827      1.2375709E-05
   184.4390      1.0975631E-05
   187.9613      9.6817439E-06
   191.5509      8.5071079E-06
   195.2090      7.4687009E-06
   198.9370      6.5783966E-06
   202.7362      5.8516002E-06
   206.6079      5.2782393E-06
   210.5536      4.8689308E-06
   214.5746      4.6838340E-06
   218.6724      4.6832820E-06
   222.8485      4.8211718E-06
   227.1043      5.1317525E-06
   231.4414      5.6480981E-06
   235.8613      6.3955054E-06
   240.3657      7.3347701E-06
   244.9560      8.4829535E-06
   249.6341      9.8931441E-06
   254.4014      1.1570671E-05
   259.2598      1.3464335E-05
   264.2110      1.5603922E-05
   269.2568      1.8042247E-05
   274.3989      2.0835196E-05
   279.6392      2.3868401E-05
