energy_ev,grazing_angle_deg,selected_efficiency,selected_diffraction_angle_deg,peak_memory_mb,wall_seconds
3000.0,1.2657162233926442,0.04606413132220752,2.8488035246260353,30.94045639038086,7.333309312001802
3010.204081632653,1.263570357825742,0.043528011922024094,2.8439705405147464,30.760047912597656,34.51984284503851
3020.408163265306,1.2614353695268363,0.036659471736064576,2.839162070655334,30.75493621826172,33.808120432076976
3030.612244897959,1.2593111669115444,0.028858081329716376,2.8343779085071787,30.755142211914062,33.63029039197136
3040.816326530612,1.257197659471501,0.024978313330688076,2.8296178499580833,30.753971099853516,32.727205109084025
3051.0204081632655,1.2550947577582718,0.029380373542972012,2.8248816932876366,30.759357452392578,32.47125195793342
3061.2244897959185,1.2530023733671953,0.043589409230205,2.82016923913028,30.75640106201172,35.59635478898417
3071.4285714285716,1.2509204189216234,0.06492765424347398,2.8154802904413714,30.757396697998047,32.2062557770405
3081.6326530612246,1.2488488080581135,0.08717482553147052,2.81081465246163,30.759536743164062,33.663884530891664
3091.8367346938776,1.2467874554110097,0.10303032573936509,2.8061721326836846,30.756507873535156,29.890339573961683
3102.0408163265306,1.244736276597692,0.10703676628364106,2.8015525408186335,30.759078979492188,31.48584341001697
3112.2448979591836,1.2426951882041237,0.09793143874687647,2.796955688762793,30.75845718383789,32.919375187018886
3122.4489795918366,1.2406641077706269,0.08099799494002428,2.7923813905663906,30.75583267211914,33.27004550793208
3132.6530612244896,1.2386429537777701,0.0709531508362042,2.7878294624010636,30.75621795654297,34.0124917490175
3142.8571428571427,1.2366316456328121,0.08986111381006164,2.7832997225298612,30.760974884033203,34.54280814004596
3153.0612244897957,1.2346301036561727,0.1511217700398534,2.7787919912759236,30.75647735595703,29.160996002028696
3163.265306122449,1.2326382490680174,0.24286141038185968,2.7743060909923543,30.756366729736328,30.844522489001974
3173.469387755102,1.230656003975227,0.33845687683341175,2.769841846033401,30.754405975341797,34.40758121502586
3183.673469387755,1.2286832913589905,0.4189385461300582,2.7653990827263613,30.756431579589844,33.44487018301152
3193.877551020408,1.2267200350616605,0.47900794351678294,2.7609776293410704,30.760055541992188,34.08887782099191
3204.081632653061,1.224766159775001,0.5208456548995228,2.756577316063982,30.755001068115234,35.04528444597963
3214.285714285714,1.2228215910274258,0.5485270249947822,2.75219797496986,30.756019592285156,27.94020194991026
3224.4897959183672,1.2208862551725304,0.5656543796169249,2.7478394399949053,30.755081176757812,31.71745545102749
3234.6938775510203,1.2189600793773963,0.5748130509727712,2.7435015469102098,30.752788543701172,27.921426816959865
3244.8979591836733,1.2170429916107395,0.577910235614541,2.739184133296135,30.75662612915039,31.66138413490262
3255.1020408163267,1.2151349206317406,0.5761978577400375,2.734887038517215,30.756961822509766,34.32379906391725
3265.3061224489797,1.2132357959792444,0.5704506839800972,2.730610103695639,30.75430679321289,31.617136006010696
3275.5102040816328,1.2113455479603203,0.5610355269834354,2.7263531716875775,30.752845764160156,14.257971282000653
3285.714285714286,1.2094641076396897,0.5479113193708451,2.7221160870589074,30.753337860107422,17.588966976036318
3295.918367346939,1.2075914068296498,0.5308738592907477,2.717898696061596,30.752952575683594,32.60973061004188
3306.122448979592,1.2057273780788194,0.5094956533668098,2.7137008466090293,30.75263214111328,35.36590716300998
3316.326530612245,1.2038719546625742,0.48317179136965355,2.7095223882545696,31.06951141357422,27.40163586498238
3326.530612244898,1.202025070572816,0.4511062871504911,2.705363172167395,31.072071075439453,22.98592268093489
3336.734693877551,1.2001866605082938,0.41227694573959006,2.7012230511118815,31.07571029663086,20.744605934014544
3346.9387755102043,1.198356659864487,0.3657145642503755,2.697101879424281,31.07054901123047,20.42729388002772
3357.142857142857,1.1965350047244243,0.3109825451378529,2.692999512991989,31.038997650146484,16.88463333400432
3367.3469387755104,1.1947216318492622,0.24920939654490745,2.6889158092319576,31.04210662841797,16.310765904025175
3377.5510204081634,1.1929164786689341,0.1845924549111949,2.68485062707056,31.038223266601562,20.453922603977844
3387.7551020408164,1.191119483273141,0.12528309185076614,2.6808038269218883,31.037887573242188,13.05683225800749
3397.9591836734694,1.1893305844025122,0.08144290688021794,2.6767752706687986,31.070785522460938,20.023671053000726
3408.1632653061224,1.187549721439865,0.05941139020011669,2.6727648216428292,31.072769165039062,19.42579162796028
3418.3673469387754,1.1857768344011674,0.05668757877461513,2.668772344603795,31.07097625732422,19.30209574906621
3428.5714285714284,1.184011863927779,0.06377841563217865,2.6647977057224637,31.030475616455078,16.91482518997509
3438.7755102040815,1.18225475127727,0.0706453866474241,2.6608407725598227,31.036579132080078,14.276144640054554
3448.9795918367345,1.1805054383160325,0.071093974772367,2.6569014140504237,31.073223114013672,18.79679616901558
3459.183673469388,1.1787638675105399,0.06348298183984888,2.6529795004816066,31.03594970703125,13.716087247943506
3469.387755102041,1.1770299819197447,0.04970114266594582,2.649074903478379,31.039798736572266,15.50303018197883
3479.591836734694,1.1753037251871348,0.03380212591977927,2.645187495983606,31.041019439697266,11.414796002907678
3489.795918367347,1.1735850415331583,0.020358160998099385,2.641317152242152,31.069011688232422,11.015237292973325
3500.0,1.171873875747508,0.012671046915749228,2.637463747782448,31.037261962890625,15.96680627099704
