case_id,energy_ev,grazing_angle_deg,order,efficiency,diffraction_angle_deg
fixed-00000019,60.573,4.0,14,0.0,0.0
fixed-00000019,60.573,4.0,15,0.0,0.0
fixed-00000027,64.572,4.0,-15,0.00010978838106056621,28.071333457700582
fixed-00000027,64.572,4.0,-14,8.548493791034109e-05,27.121409097844428
fixed-00000027,64.572,4.0,-13,0.00012340440786141275,26.13968638610711
fixed-00000027,64.572,4.0,-12,0.00027184388356661204,25.122419636096225
fixed-00000027,64.572,4.0,-11,0.0002665515656018718,24.0650830137795
fixed-00000027,64.572,4.0,-10,0.00033033929101131755,22.962122439256646
fixed-00000027,64.572,4.0,-9,0.00048175667885434867,21.806595864499613
fixed-00000027,64.572,4.0,-8,0.0007089032510793279,20.589633649210427
fixed-00000027,64.572,4.0,-7,0.0009945671820411825,19.29959512958196
fixed-00000027,64.572,4.0,-6,0.0006428213441751554,17.920681919949914
fixed-00000027,64.572,4.0,-5,0.0020514015851859357,16.43050728412757
fixed-00000027,64.572,4.0,-4,0.004013904914490593,14.795462784244663
fixed-00000027,64.572,4.0,-3,0.000691329709852257,12.960804623310324
fixed-00000027,64.572,4.0,-2,0.012157184283630336,10.825477274715752
fixed-00000027,64.572,4.0,-1,0.05444265386352495,8.156617471919219
fixed-00000027,64.572,4.0,0,0.7533010510136028,4.000000000000128
fixed-00000027,64.572,4.0,1,0.0,0.0
fixed-00000027,64.572,4.0,2,0.0,0.0
fixed-00000027,64.572,4.0,3,0.0,0.0
fixed-00000027,64.572,4.0,4,0.0,0.0
fixed-00000027,64.572,4.0,5,0.0,0.0
fixed-00000027,64.572,4.0,6,0.0,0.0
fixed-00000027,64.572,4.0,7,0.0,0.0
fixed-00000027,64.572,4.0,8,0.0,0.0
fixed-00000027,64.572,4.0,9,0.0,0.0
fixed-00000027,64.572,4.0,10,0.0,0.0
fixed-00000027,64.572,4.0,11,0.0,0.0
fixed-00000027,64.572,4.0,12,0.0,0.0
fixed-00000027,64.572,4.0,13,0.0,0.0
fixed-00000027,64.572,4.0,14,0.0,0.0
fixed-00000027,64.572,4.0,15,0.0,0.0
fixed-00000029,65.572,4.0,-15,0.00011381184776702125,27.856665407999664
fixed-00000029,65.572,4.0,-14,8.862456062818718e-05,26.914592489237535
fixed-00000029,65.572,4.0,-13,0.00012762080301830073,25.940963877525576
fixed-00000029,65.572,4.0,-12,0.00028034974981287975,24.932065543737252
