Energy	Efficiency(GR)	alpha(norm)
4895	0.5556751623	89.49686105
4900	0.5536029166	89.4973005
4905	0.5514319469	89.49772879
4910	0.5491462152	89.49814562
4915	0.5468915707	89.50455113
4920	0.5454998578	89.50494524
4925	0.5439728032	89.50532789
4930	0.5423073931	89.50569904
4935	0.5404982374	89.50605852
4940	0.5385400392	89.50640623
4945	0.5364260997	89.50674201
4950	0.53415154	89.50706578
4955	0.5317131886	89.50737751
4960	0.5291068	89.50767709
4965	0.5276971824	89.51396419
4970	0.5263348746	89.51423885
4975	0.5247924888	89.51450109
4980	0.5230693675	89.5147508
4985	0.5211532559	89.51498782
4990	0.5190563083	89.51521209
4995	0.5167826652	89.51542351
5000	0.5143303205	89.51562196
5005	0.5116922812	89.51580739
5010	0.5088526167	89.51597961
5015	0.5057867132	89.5161385
5020	0.5036456386	89.52228393
5025	0.5017507026	89.52241576
5030	0.4996767233	89.52253389
5035	0.4974226733	89.52263819
5040	0.4949780966	89.52272852
5045	0.4923121712	89.52280464
5050	0.4894131859	89.52286657
5055	0.4870353403	89.52891418
5060	0.4854415211	89.52894731
5065	0.483540101	89.52896583
5070	0.4813330409	89.5289696
5075	0.4788021961	89.5289585
5080	0.4759291842	89.52893236
5085	0.4726956443	89.528891
5090	0.469081698	89.52883429
5095	0.4667900636	89.53476204
5100	0.4652461733	89.53467411
5105	0.463330008	89.53457033
5110	0.4610218059	89.53445051
5115	0.4582937331	89.53431449
5120	0.45509801	89.53416209
5125	0.4513434108	89.53399341
5130	0.4472820907	89.53980806
5135	0.4454499516	89.53960582
5140	0.4433045831	89.53938651
5145	0.4408302199	89.53915005
5150	0.4379622063	89.53889616
5155	0.4345228499	89.53862463
5160	0.4302228236	89.53833523
5165	0.4272227982	89.54402768
5170	0.4251312633	89.54370179
5175	0.4226871425	89.54335738
5180	0.4197446224	89.54299422
5185	0.4160189716	89.54261207
5190	0.4122937176	89.54821071
5195	0.4110943799	89.54778989
5200	0.4092844251	89.54734937
5205	0.4066451593	89.54688887
5210	0.4028766198	89.54640809
5215	0.398520195	89.55190684
5220	0.3981693752	89.55138484
5225	0.3969003276	89.55084185
5230	0.3942654165	89.55027789
5235	0.3898501932	89.54969238
5240	0.3850868313	89.55508502
5245	0.3849730905	89.55445552
5250	0.3835697899	89.55380444
5255	0.3802499633	89.55313085
5260	0.374403762	89.55243426
5265	0.3718639346	89.55771435
5270	0.3712663694	89.5569708
5275	0.3688331049	89.55620325
5280	0.3637083729	89.55541136
5285	0.359030325	89.56059479
5290	0.3588351681	89.55975337
5295	0.3566784125	89.5592246
5300	0.3534765747	89.5592246
5305	0.3497361918	89.5592246
5310	0.3453645735	89.5592246
5315	0.3402336094	89.5592246
5320	0.3368275298	89.5652246
5325	0.3354318382	89.5652246
5330	0.3337034389	89.5652246
5335	0.3315881434	89.5652246
5340	0.3290116594	89.5652246
5345	0.3258770125	89.5652246
5350	0.3220994661	89.5652246
5355	0.3175964551	89.5652246
5360	0.3122906394	89.5652246
5365	0.3068157349	89.5712246
5370	0.3060710426	89.5712246
5375	0.30492648	89.5712246
5380	0.3032590393	89.5712246
5385	0.3009761373	89.5712246
5390	0.2980325403	89.5712246
5395	0.2943712449	89.5712246
5400	0.2899538168	89.5712246
5405	0.2847441925	89.5712246
5410	0.2787222302	89.5712246
5415	0.2743383625	89.5772246
5420	0.2735819299	89.5772246
5425	0.2723294821	89.5772246
5430	0.2705465101	89.5772246
5435	0.268194204	89.5772246
5440	0.2652673292	89.5772246
5445	0.261759225	89.5772246
5450	0.2576469886	89.5772246
5455	0.252881692	89.5772246
5460	0.2473762937	89.5772246
5465	0.2410062922	89.5772246
5470	0.2397415689	89.5832246
5475	0.2386761649	89.5832246
5480	0.2371779014	89.5832246
5485	0.2352472146	89.5832246
5490	0.2328707416	89.5832246
5495	0.230009648	89.5832246
5500	0.2266013501	89.5832246
5505	0.2225687905	89.5832246
5510	0.217806623	89.5832246
5515	0.2121934274	89.5832246
5520	0.2056794509	89.5892246
5525	0.205397389	89.5892246
5530	0.2047301183	89.5892246
5535	0.2036210977	89.5892246
5540	0.2020146105	89.5892246
5545	0.1998604077	89.5892246
5550	0.1971123439	89.5892246
5555	0.1937286573	89.5892246
5560	0.1896648252	89.5892246
5565	0.1848621666	89.5892246
5570	0.1791781589	89.5892246
5575	0.1735097938	89.5952246
5580	0.17335058	89.5952246
5585	0.1727358918	89.5952246
5590	0.1716868057	89.5952246
5595	0.1702230222	89.5952246
5600	0.1683402085	89.5952246
5605	0.1660004879	89.5952246
5610	0.1631235612	89.5952246
5615	0.1595915843	89.5952246
5620	0.1552676422	89.5952246
5625	0.1500335292	89.5952246
5630	0.1446198298	89.6012246
5635	0.1445388472	89.6012246
5640	0.1442980843	89.6012246
5645	0.1438773319	89.6012246
5650	0.1432238354	89.6012246
5655	0.1422445545	89.6012246
5660	0.1408230796	89.6012246
5665	0.1388187702	89.6012246
5670	0.1360889597	89.6012246
5675	0.1325667983	89.6012246
5680	0.1282253517	89.6012246
5685	0.123114734	89.6012246
5690	0.1208263595	89.6072246
5695	0.121105967	89.6072246
5700	0.1211022123	89.6072246
5705	0.1207542861	89.6072246
5710	0.1200078191	89.6072246
5715	0.11881537	89.6072246
5720	0.1171350149	89.6072246
5725	0.1149289177	89.6072246
5730	0.1121640911	89.6072246
5735	0.1088148327	89.6072246
5740	0.1048222542	89.6072246
5745	0.1000114243	89.6072246
5750	0.1000864385	89.6132246
5755	0.09998508327	89.6132246
5760	0.09959529305	89.6132246
5765	0.09888621994	89.6132246
5770	0.09781528098	89.6132246
5775	0.09634732364	89.6132246
5780	0.09444670541	89.6132246
5785	0.0920762925	89.6132246
5790	0.08919952931	89.6132246
5795	0.08579306806	89.6132246
5800	0.08185221708	89.6132246
5805	0.08137854	89.6192246
5810	0.08117988542	89.6192246
5815	0.08082852047	89.6192246
5820	0.08030480844	89.6192246
5825	0.07955417596	89.6192246
5830	0.07852395432	89.6192246
5835	0.07715659943	89.6192246
5840	0.07538503691	89.6192246
5845	0.07300380812	89.6192246
5850	0.06954213436	89.6192246
5855	0.0668894355	89.6252246
5860	0.06696120101	89.6252246
5865	0.06679597062	89.6252246
5870	0.06633192115	89.6252246
5875	0.0654901433	89.6252246
5880	0.06419324242	89.6252246
5885	0.06234280373	89.6252246
5890	0.0598326009	89.6252246
5895	0.05657066093	89.6252246
5900	0.05530831262	89.6312246
5905	0.05518280566	89.6312246
5910	0.05486405644	89.6312246
5915	0.05430707861	89.6312246
5920	0.05345520836	89.6312246
5925	0.05194603698	89.6312246
5930	0.04619340571	89.6372246
5935	0.04422417379	89.6372246
5940	0.03906904342	89.6432246
5945	0.03706376836	89.6432246
5950	0.03256156427	89.6492246
5955	0.02953784386	89.6492246
5960	0.02608921364	89.6552246
5965	0.02153775776	89.6612246
5970	0.01847490254	89.6612246
5975	0.01597873674	89.6672246
5980	0.01262006177	89.6732246
5985	0.008862350412	89.6732246
5990	0.007195939891	89.6672246
5995	0.006282779362	89.6672246
6000	0.00569533056	89.6672246
